locus_tag,product,cai,start,end,strand
FN0234,unknown,0.6569441198142608,859145,859589,-1
FN0237,ABC transporter permease protein,0.6152947686173165,861492,862218,-1
FN0239,unknown,0.6290016734129086,863794,863983,1
FN0261,Pyruvate formate-lyase activating enzyme,0.6689919451991817,886868,887600,-1
FN0272,Acetoacetate:butyrate/acetate coenzyme A transferase,0.6503612017446513,898843,899563,1
FN0273,Butyrate-acetoacetate CoA-transferase subunit B,0.6509550055800185,899562,900222,1
FN0275,Transposase,0.600770140653031,900696,901650,-1
FN0283,tRNA (Guanine-N1) -methyltransferase,0.6363743708134387,912778,913495,-1
FN0287,Dimethyladenosine transferase,0.6288101340607568,914523,915318,-1
FN0293,Hemolysin activator protein precursor,0.6050503244107787,926112,926649,-1
FN0312,Anaerobic ribonucleoside-triphosphate reductase activating protein,0.6502240029745265,949455,949962,1
FN0327,Bacterial Protein Translation Initiation Factor 3 (IF-3),0.649259728860348,961672,962239,-1
FN0332,Magnesium and cobalt transport protein corA,0.6633173357310059,966264,967320,-1
FN0343,Hypothetical protein,0.65497292037631,976068,976743,-1
FN0346,Hypothetical protein,0.6053748820981988,978964,979357,-1
FN0350,unknown,0.5926888418308759,982511,982931,1
FN0352,NA+/H+ antiporter NHAC,0.6534712306637802,983680,985060,1
FN0354,Hypothetical membrane-spanning protein,0.6329674712465607,985431,986106,1
FN0365,"ATP synthase protein I, sodium ion specific",0.5736123431371247,994631,994949,-1
FN0372,Transposase,0.5862880941954138,1001087,1002569,-1
FN0379,Hypothetical protein,0.6234339260137856,1010650,1011538,1
FN0384,Hypothetical protein,0.6501680495949218,1015710,1018029,1
FN0402,Integrase/recombinase,0.634426061782047,1040447,1040624,1
FN0403,Transposase,0.5926052977980847,1040915,1042397,-1
FN0418,Uracil phosphoribosyltransferase,0.6372189314372703,1059257,1059791,1
FN0419,Aspartate carbamoyltransferase,0.6531304579854551,1059852,1060767,1
FN0435,Purine nucleoside phosphorylase,0.6700201275867594,1077155,1077881,1
FN0443,unknown,0.466307145820875,1082819,1082993,1
FN0444,Phosphoadenosine phosphosulfate reductase,0.6631699884733173,1083213,1084938,1
FN0449,unknown,0.607565835167862,1092822,1092993,1
FN0463,Hypothetical cytosolic protein,0.5795138599465823,1109265,1109733,1
FN0467,murein hydrolase exporter,0.6617521216696242,1113003,1113360,1
FN0476,Transcription termination factor rho,0.6348429447624503,1123589,1124831,1
FN0485,Transposase,0.6337758205181062,1130406,1130916,1
FN0486,Transposase,0.5861715847677996,1131158,1131770,1
FN0492,unknown,0.5940062551058792,1137543,1137741,-1
FN0503,"Transcriptional regulatory protein, LYSR family",0.6656433849271606,1152753,1153662,-1
FN0507,unknown,0.3353104214122017,1157569,1157770,1
FN0509,Transposase,0.5787841057459464,1158973,1160149,-1
FN0510,unknown,0.4989337381302402,1160257,1160416,-1
FN0515,Acriflavin resistance protein D,0.6613127063548324,1164027,1167096,-1
FN0518,Hypothetical exported 24-amino acid repeat protein,0.6593773576422881,1169716,1170619,-1
FN0523,Exonuclease SBCD,0.6633108763035966,1176101,1176977,-1
FN0529,Transposase,0.5862880941954138,1184977,1186459,-1
FN0531,unknown,0.38263573387383987,1186528,1186633,1
FN0532,Hypothetical membrane-spanning protein,0.6677985183493117,1186613,1187669,-1
FN0543,Lipopolysaccharide heptosyltransferase-1,0.6640240116751943,1196125,1197163,1
FN0548,Regulatory protein recX,0.6545340625818993,1201076,1201469,1
FN0560,Oxygen-independent coproporphyrinogen III oxidase,0.6573318498573978,1213181,1214279,1
FN0563,putative tRNA (5-methylaminomethyl-2-thiouridylate) -methyltransferase,0.6613916798243948,1215425,1216427,1
FN0566,Hypothetical exported 24-amino acid repeat protein,0.6487562179321706,1217591,1218572,-1
FN0572,unknown,0.49226859243620386,1222426,1222645,-1
FN0573,Hypothetical protein,0.6627357564848438,1222657,1223659,1
FN0578,ATP-dependent DNA helicase recQ,0.630125016156243,1228080,1229925,1
FN0598,Phospholipid-lipopolysaccharide ABC transporter,0.6651811193052143,1252020,1253772,1
FN0599,Transposase,0.6057093600125733,1253972,1255259,1
FN0636,Hypothetical protein,0.6287247897010193,1295309,1295669,1
FN0653,unknown,0.628300017780366,1311587,1312226,1
FN0657,Acetyltransferase,0.6429433760667486,1314405,1314927,1
FN0659,ABC transporter permease protein,0.6222862907076695,1315779,1316481,-1
FN0670,High-affinity zinc uptake system membrane protein znuB,0.6286994882392554,1325841,1326759,1
FN0680,Ribulose-phosphate 3-epimerase,0.6547373477056094,1335594,1336242,1
FN0686,Integral membrane protein,0.6642092472666683,1342273,1342588,-1
FN0687,unknown,0.6373183196033857,1342702,1344106,1
FN0704,unknown,0.5985537987229023,1361750,1361945,-1
FN0726,Hypothetical protein,0.5868911617409455,1385055,1385355,-1
FN0730,Phosphoglycerate mutase,0.6507612754275203,1387216,1387831,1
FN0732,Hypothetical protein,0.6614970388012839,1388409,1389600,1
FN0762,unknown,0.5564640150171046,1419833,1420190,-1
FN0763,"Transporter, LysE family",0.43019766613899685,1420308,1420500,1
FN0779,Putative GTPases (G3E family),0.6396109618021345,1436185,1437070,-1
FN0781,threonine/serine exporter,0.5597176461683085,1437600,1438371,-1
FN0786,Transposase,0.6519004980410341,1442604,1443114,1
FN0787,Transposase,0.5551881248245673,1443344,1443968,1
FN0789,Transporter,0.6462642244472891,1444525,1445368,-1
FN0797,unknown,0.3522636104729944,1455757,1455889,-1
FN0802,Amino acid transport system permease protein,0.660843683533839,1461515,1462226,-1
FN0812,Hypothetical cytosolic protein,0.5571475152666313,1471190,1471457,1
FN0813,"Transcriptional regulator, TetR family",0.6020166992371295,1471593,1472712,-1
FN0816,dehydrogenase with MaoC-like domain,0.6572172479616691,1476110,1476515,1
FN0827,ABC transporter ATP-binding protein,0.6123686550931613,1487679,1488342,1
FN0837,Integrase/recombinase,0.656903542970837,1499264,1500251,1
FN0839,unknown,0.4846611892976204,1501333,1501516,-1
FN0840,Transposase,0.6175690296527603,1501500,1502010,1
FN0841,Transposase,0.5734980783690842,1502240,1502864,1
FN0847,TPR-repeat-containing proteins,0.657160014160309,1505392,1507192,1
FN0848,Hypothetical protein,0.6573684405747539,1507208,1507823,1
FN0858,4-alpha-glucanotransferase,0.6605626916136794,1519076,1520597,-1
FN0861,Hypothetical protein,0.6435711993570883,1521827,1522049,-1
FN0864,unknown,0.5027704050139319,1522651,1522990,-1
FN0880,ABC transporter ATP-binding protein,0.6516998915743966,1541051,1542068,-1
FN0881,ABC transporter integral membrane protein,0.6138692522015058,1542048,1542837,-1
FN0884,Hemin transport system permease protein hmuU,0.589321540625543,1543793,1544831,-1
FN0883,unknown,0.531849610001364,1544496,1544685,1
FN0909,DNA repair protein radC,0.6387490528328585,1567045,1567744,-1
FN0911,Alpha-ribazole-5'-phosphate phosphatase,0.6679690096759481,1568832,1569408,-1
FN0914,Hypothetical protein,0.6613259963519637,1570886,1571618,-1
FN0918,unknown,0.6353724071988407,1573763,1574327,-1
FN0936,CapC protein,0.6618615337498692,1588738,1589197,-1
FN0953,Hypothetical protein,0.5600377840573442,1609604,1610336,-1
FN0954,biotin synthase related domain containing protein,0.6541140047662743,1610458,1611706,-1
FN0970,Precorrin-8X methylmutase,0.6645142793201341,1622696,1623356,-1
FN0971,hypothetical cytosolic protein,0.6470901370304631,1623370,1624363,-1
FN0974,Lactoylglutathione lyase,0.6668580055553585,1626805,1627234,-1
FN0980,unknown,0.5966388492758209,1632617,1632875,1
FN0984,Tetracenomycin polyketide synthesis O-methyltransferase tcmP,0.6115256848009923,1636575,1637385,-1
FN0995,Hypothetical protein,0.6670361626657852,1650105,1650732,1
FN0996,Hypothetical membrane-spanning protein,0.6381916371476362,1650762,1651461,-1
FN1000,Biotin synthase,0.6498701510464054,1655078,1656161,1
FN1004,"Transcriptional regulator, TetR family",0.5821785753533439,1659801,1660368,1
FN1005,Hypothetical protein,0.6594854726051267,1660561,1661035,1
FN1007,unknown,0.6115043871092952,1661657,1662542,1
FN1012,HPR(Ser) kinase,0.6379354216021438,1665769,1667617,-1
FN1018,unknown,0.3477060224111309,1672234,1672459,-1
FN1021,hypothetical cytosolic protein,0.5518374083563271,1674727,1674976,1
FN1026,tRNA pseudouridine synthase A,0.6473794482442287,1680043,1680913,-1
FN1032,Hypothetical protein,0.6604861930112113,1685898,1686438,-1
FN1039,Branched-chain amino acid transport protein azlC,0.6668446903712322,1691136,1691889,1
FN1043,unknown,0.581662075995487,1694378,1694510,1
FN1044,unknown,0.6544912449362948,1694542,1695271,-1
FN1045,Hypothetical protein,0.6548904966172238,1695267,1696077,-1
FN1048,Hypothetical membrane-spanning protein,0.6260971099655611,1698050,1699154,1
FN1049,Hypothetical protein,0.6672686015631846,1699174,1699501,1
FN1053,Hypothetical protein,0.655558756179393,1701162,1701711,1
FN1058,Hypothetical protein,0.6472520656909704,1704941,1705709,1
FN1068,Smf protein,0.6546652543666694,1713950,1714817,1
FN1071,Integrase/recombinase,0.6508997784444183,1718571,1719444,1
FN1073,Hypothetical protein,0.6671218633876445,1720542,1721049,1
FN1081,unknown,0.6683080195296492,1727414,1727624,-1
FN1082,unknown,0.6683573024619429,1727830,1728106,1
FN1087,Hypothetical protein,0.6196906135038268,1731097,1731676,1
FN1089,ATP-binding protein (contains P-loop),0.6465114897497085,1733181,1734054,1
FN1099,unknown,0.6375129931689099,1744104,1744332,1
FN1100,Plasmid addiction system poison protein,0.5775979473904219,1744316,1744583,1
FN1110,Dipeptide transport ATP-binding protein dppD,0.6581859805793795,1753862,1754642,-1
FN1112,Dipeptide transport system permease protein dppC,0.6313657649900136,1756254,1757067,-1
FN1113,Dipeptide transport system permease protein dppB,0.6702214316007281,1757066,1758005,-1
FN1136,Phosphonates transport ATP-binding protein phnC,0.6659806300320622,1783196,1783940,1
FN1139,Activator of (R)-2-hydroxyglutaryl-CoA dehydratase,0.6139771308499354,1786380,1789308,1
FN1140,hypothetical protein,0.639160624541236,1789309,1790533,1
FN1142,Oxygen-independent coproporphyrinogen III oxidase,0.6373171803216005,1791668,1792583,1
FN1151,Na+ driven multidrug efflux pump,0.6519863771888816,1805252,1806599,-1
FN1158,Hypothetical protein,0.6061383152875752,1814559,1814874,1
FN1168,Macrolide-efflux protein,0.6681502921267719,1826740,1827649,-1
FN1173,unknown,0.6163347706104706,1835400,1835589,1
FN1178,Hypothetical cytosolic protein,0.6589357349075896,1838882,1839377,-1
FN1180,Hypothetical protein,0.6665221258349473,1841946,1842678,-1
FN1195,Hypothetical protein,0.6166428195805027,1855693,1856329,-1
FN1214,Fe-S oxidoreductase,0.6484556670489323,1874255,1875563,-1
FN1217,Holliday junction DNA helicase ruvB,0.6560177501797678,1876688,1877687,-1
FN1218,unknown,0.6700434260793123,1877901,1878504,-1
FN1226,Uracil-DNA glycosylase,0.6482030263397204,1884912,1885593,-1
FN1227,Hypothetical protein,0.6270825336469605,1885605,1885797,-1
FN1229,Hypothetical protein,0.6272576234620937,1886349,1886790,-1
FN1236,Choline transport protein,0.6059986147866261,1892601,1893570,-1
FN1249,"Transcriptional regulator, DeoR family",0.5570875057054252,1905386,1906331,-1
FN1261,Two-component response regulator,0.6690738585363772,1917259,1917961,-1
FN1264,Hypothetical protein,0.6255242171777093,1920905,1921268,1
FN1287,Bacterial Protein Translation Initiation Factor 1 (IF-1),0.591113218206061,1944504,1944753,-1
FN1288,unknown,0.5870407089151342,1944719,1944890,1
FN1300,Integral membrane protein,0.6632528612677021,1956927,1957719,1
FN1312,Biopolymer transport exbB protein,0.6393582067436036,1966429,1967038,-1
FN1314,unknown,0.40926870715357766,1968589,1968772,-1
FN1317,RNA polymerase sigma factor,0.642261082458612,1970362,1971175,-1
FN1318,RNA polymerase sigma factor rpoD,0.6506057596334476,1971190,1972186,-1
FN1337,unknown,0.6687403826659964,1990377,1991571,-1
FN1338,unknown,0.5638156794076411,1991643,1991853,-1
FN1339,Transposase,0.5830926975270764,1991808,1993290,1
FN1344,unknown,0.3980381910277663,1997659,1998094,1
FN1345,"2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase",0.6474830311271117,1998219,1999047,-1
FN1356,unknown,0.4989337381302402,2008061,2008220,1
FN1357,Transposase,0.5839825035572567,2008328,2009504,1
FN1360,Dipeptide transport system permease protein dppB,0.6073062284007729,2012273,2013191,1
FN1361,Dipeptide transport system permease protein dppC,0.627602248706775,2013190,2013958,1
FN1362,Dipeptide transport ATP-binding protein dppD,0.621846429549495,2013957,2014659,1
FN1363,Dipeptide transport ATP-binding protein dppF,0.6667496189770663,2014640,2015393,1
FN1368,COMF operon protein 3,0.6434501842928042,2018246,2018861,-1
FN1369,Zinc finger protein,0.5832571820517854,2018868,2019096,-1
FN1370,Endonuclease,0.6305223465446352,2019079,2019439,-1
FN1372,Ribosomal large subunit pseudouridine synthase D,0.6659271383188047,2020111,2021071,-1
FN1373,regulatory protein,0.6580357446473489,2021087,2021576,-1
FN1384,IAA acetyltransferase,0.6382465856570995,2037977,2038346,-1
FN1393,"Signal recognition particle, subunit FFH/SRP54",0.667199599134893,2049599,2050934,-1
FN1394,Signal recognition particle associated protein,0.6475720263708605,2050944,2051256,-1
FN1396,unknown,0.6144798675324173,2051791,2051962,1
FN1403,Histidine permease,0.6675893606088212,2061882,2063193,1
FN1416,"Transcriptional regulator, GntR family",0.6569044200492472,2077032,2078403,1
FN1418,"Transcriptional regulator, GntR family",0.6571896158307311,2079162,2080590,-1
FN1425,unknown,0.3575063432359408,2092050,2092290,1
FN1436,Export ABC transporter,0.6085730500591933,2105378,2105903,1
FN1438,unknown,0.4833784931711745,2106463,2106601,1
FN1439,"Transcriptional regulator, DeoR family",0.6613289100321985,2106567,2107305,1
FN1440,1-phosphofructokinase,0.6435941500115551,2107377,2108322,1
FN1442,Transposase,0.5551881248245673,2110244,2110868,-1
FN1443,Transposase,0.6519004980410341,2111098,2111608,-1
FN1445,DNA helicase,0.5867952863448552,2113463,2116013,1
FN1447,Transposase,0.5672487602652722,2116778,2117402,1
